run_id,technology,migration_method,network_migration,checkpoint_ms,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp,profile_name,predump_ms,final_dump_ms,total_ms,lazy_pages_active_ms,lazy_pages_log_bytes
30-04-2026-host-postcopy-0003,CRIU,postcopy,no,1037,23290,6605,359,8001,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:21:54.644458,1_WiFi_6,0.0,1037.0,19887.0,6784.0,3253.0
30-04-2026-host-postcopy-0004,CRIU,postcopy,no,1012,23304,7323,329,8664,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:22:28.266758,1_WiFi_6,0.0,1012.0,20252.0,6667.0,3147.0
30-04-2026-host-postcopy-0005,CRIU,postcopy,no,1077,23361,6556,337,7970,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:23:01.566161,1_WiFi_6,0.0,1077.0,19425.0,6836.0,3196.0
30-04-2026-host-postcopy-0006,CRIU,postcopy,no,1044,23474,7244,340,8628,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:23:35.789300,1_WiFi_6,0.0,1044.0,20536.0,6790.0,3147.0
30-04-2026-host-postcopy-0007,CRIU,postcopy,no,1018,23358,6708,366,8092,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:24:08.954632,1_WiFi_6,0.0,1018.0,19595.0,6851.0,3090.0
30-04-2026-host-postcopy-0008,CRIU,postcopy,no,1021,23309,7048,336,8405,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:24:42.881678,1_WiFi_6,0.0,1021.0,20531.0,7078.0,3253.0
30-04-2026-host-postcopy-0009,CRIU,postcopy,no,1064,23378,6704,320,8088,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:25:16.140682,1_WiFi_6,0.0,1064.0,19843.0,6778.0,3196.0
30-04-2026-host-postcopy-0010,CRIU,postcopy,no,1060,23326,7107,378,8545,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:25:50.099497,1_WiFi_6,0.0,1060.0,20741.0,7154.0,3041.0
30-04-2026-host-postcopy-0011,CRIU,postcopy,no,990,23374,6704,326,8020,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:26:23.116260,1_WiFi_6,0.0,990.0,19478.0,6722.0,3147.0
30-04-2026-direct-postcopy-0002,CRIU,postcopy,no,1012,23418,3106,330,4448,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T19:26:55.289519,1_WiFi_6,0.0,1012.0,18718.0,6799.0,3196.0
30-04-2026-direct-postcopy-0003,CRIU,postcopy,no,1070,23317,3160,332,4562,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T19:27:27.328929,1_WiFi_6,0.0,1070.0,18286.0,6923.0,3253.0
30-04-2026-direct-postcopy-0004,CRIU,postcopy,no,1028,23235,3073,351,4452,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T19:27:58.830831,1_WiFi_6,0.0,1028.0,18311.0,6759.0,3302.0
30-04-2026-direct-postcopy-0005,CRIU,postcopy,no,978,23443,3107,340,4425,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T19:28:39.891989,1_WiFi_6,0.0,978.0,17980.0,6792.0,3196.0
30-04-2026-direct-postcopy-0006,CRIU,postcopy,no,1018,23493,3144,357,4519,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T19:29:12.243737,1_WiFi_6,0.0,1018.0,18235.0,6740.0,3147.0
30-04-2026-direct-postcopy-0007,CRIU,postcopy,no,1057,23386,3052,377,4486,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T19:29:43.377081,1_WiFi_6,0.0,1057.0,17856.0,6750.0,3147.0
30-04-2026-direct-postcopy-0008,CRIU,postcopy,no,1295,23282,3104,350,4749,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T19:30:14.928824,1_WiFi_6,0.0,1295.0,18099.0,6713.0,3147.0
30-04-2026-direct-postcopy-0009,CRIU,postcopy,no,1094,23329,3151,364,4609,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T19:30:46.598825,1_WiFi_6,0.0,1094.0,18181.0,6887.0,3147.0
30-04-2026-direct-postcopy-0010,CRIU,postcopy,no,976,23537,2969,367,4312,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T19:31:18.394280,1_WiFi_6,0.0,976.0,17671.0,6787.0,3098.0
30-04-2026-direct-postcopy-0011,CRIU,postcopy,no,1112,23481,3211,354,4677,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T19:31:50.120854,1_WiFi_6,0.0,1112.0,18156.0,6814.0,3196.0
30-04-2026-host-cold-0062,CRIU,cold,no,406,26106,7260,408,8074,0.03,x86_64,x86_64,True,True,transfer_mode=host;relay_node=edge-host-1,2026-04-30T19:33:50.893043,1_WiFi_6,0.0,0.0,17352.0,0.0,0.0
30-04-2026-host-cold-0063,CRIU,cold,no,290,25349,6797,329,7416,0.03,x86_64,x86_64,True,True,transfer_mode=host;relay_node=edge-host-1,2026-04-30T19:34:20.445565,1_WiFi_6,0.0,0.0,16023.0,0.0,0.0
30-04-2026-host-cold-0064,CRIU,cold,no,330,25481,7127,309,7766,0.03,x86_64,x86_64,True,True,transfer_mode=host;relay_node=edge-host-1,2026-04-30T19:34:50.861093,1_WiFi_6,0.0,0.0,16376.0,0.0,0.0
30-04-2026-host-cold-0065,CRIU,cold,no,345,25350,6706,304,7355,0.03,x86_64,x86_64,True,True,transfer_mode=host;relay_node=edge-host-1,2026-04-30T19:35:20.520089,1_WiFi_6,0.0,0.0,16061.0,0.0,0.0
30-04-2026-host-cold-0066,CRIU,cold,no,292,25490,7165,319,7776,0.03,x86_64,x86_64,True,True,transfer_mode=host;relay_node=edge-host-1,2026-04-30T19:35:50.926689,1_WiFi_6,0.0,0.0,16401.0,0.0,0.0
30-04-2026-host-cold-0067,CRIU,cold,no,329,25611,6804,306,7439,0.03,x86_64,x86_64,True,True,transfer_mode=host;relay_node=edge-host-1,2026-04-30T19:36:20.286122,1_WiFi_6,0.0,0.0,16176.0,0.0,0.0
30-04-2026-host-cold-0068,CRIU,cold,no,338,25611,7169,286,7793,0.03,x86_64,x86_64,True,True,transfer_mode=host;relay_node=edge-host-1,2026-04-30T19:36:50.798749,1_WiFi_6,0.0,0.0,16569.0,0.0,0.0
30-04-2026-host-cold-0069,CRIU,cold,no,324,25485,6712,313,7349,0.03,x86_64,x86_64,True,True,transfer_mode=host;relay_node=edge-host-1,2026-04-30T19:37:20.015622,1_WiFi_6,0.0,0.0,15938.0,0.0,0.0
30-04-2026-host-cold-0070,CRIU,cold,no,323,25275,7301,315,7939,0.03,x86_64,x86_64,True,True,transfer_mode=host;relay_node=edge-host-1,2026-04-30T19:37:50.740595,1_WiFi_6,0.0,0.0,16663.0,0.0,0.0
30-04-2026-host-cold-0071,CRIU,cold,no,320,25544,6924,279,7523,0.03,x86_64,x86_64,True,True,transfer_mode=host;relay_node=edge-host-1,2026-04-30T19:38:20.209407,1_WiFi_6,0.0,0.0,16298.0,0.0,0.0
30-04-2026-direct-cold-0062,CRIU,cold,no,309,25464,2984,293,3586,0.07,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-30T19:38:48.310416,1_WiFi_6,0.0,0.0,14144.0,0.0,0.0
30-04-2026-direct-cold-0063,CRIU,cold,no,343,25636,3205,317,3865,0.06,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-30T19:39:16.154220,1_WiFi_6,0.0,0.0,14469.0,0.0,0.0
30-04-2026-direct-cold-0064,CRIU,cold,no,338,25618,3125,328,3791,0.07,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-30T19:39:44.974425,1_WiFi_6,0.0,0.0,14688.0,0.0,0.0
30-04-2026-direct-cold-0065,CRIU,cold,no,296,25331,3179,275,3750,0.06,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-30T19:40:12.712153,1_WiFi_6,0.0,0.0,14468.0,0.0,0.0
30-04-2026-direct-cold-0066,CRIU,cold,no,327,25339,3114,347,3788,0.07,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-30T19:40:41.161117,1_WiFi_6,0.0,0.0,15015.0,0.0,0.0
30-04-2026-direct-cold-0067,CRIU,cold,no,337,25373,3045,305,3687,0.07,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-30T19:41:08.982408,1_WiFi_6,0.0,0.0,14354.0,0.0,0.0
30-04-2026-direct-cold-0068,CRIU,cold,no,311,25509,3503,299,4113,0.06,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-30T19:41:37.668254,1_WiFi_6,0.0,0.0,15390.0,0.0,0.0
30-04-2026-direct-cold-0069,CRIU,cold,no,323,25264,3168,272,3763,0.06,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-30T19:42:05.133707,1_WiFi_6,0.0,0.0,14270.0,0.0,0.0
30-04-2026-direct-cold-0070,CRIU,cold,no,322,25351,3088,310,3720,0.07,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-30T19:42:33.000322,1_WiFi_6,0.0,0.0,14413.0,0.0,0.0
30-04-2026-direct-cold-0071,CRIU,cold,no,347,25296,3073,287,3707,0.07,x86_64,x86_64,True,True,transfer_mode=direct,2026-04-30T19:43:01.237932,1_WiFi_6,0.0,0.0,14409.0,0.0,0.0
30-04-2026-host-precopy-0026,CRIU,precopy,no,297,33767,7074,271,7642,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-30T19:43:35.228930,1_WiFi_6,3916.0,297.0,20501.0,0.0,0.0
30-04-2026-host-precopy-0027,CRIU,precopy,no,298,33607,6809,314,7421,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-30T19:44:08.806789,1_WiFi_6,3899.0,298.0,19950.0,0.0,0.0
30-04-2026-host-precopy-0028,CRIU,precopy,no,303,33690,7103,264,7670,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-30T19:44:42.960004,1_WiFi_6,4030.0,303.0,20720.0,0.0,0.0
30-04-2026-host-precopy-0029,CRIU,precopy,no,329,33134,6691,384,7404,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-30T19:45:16.851698,1_WiFi_6,3926.0,329.0,20028.0,0.0,0.0
30-04-2026-host-precopy-0030,CRIU,precopy,no,312,33570,7192,267,7771,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-30T19:45:50.557467,1_WiFi_6,3938.0,312.0,20362.0,0.0,0.0
30-04-2026-host-precopy-0031,CRIU,precopy,no,294,33723,6830,317,7441,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-30T19:46:24.396631,1_WiFi_6,3898.0,294.0,20013.0,0.0,0.0
30-04-2026-host-precopy-0032,CRIU,precopy,no,286,33142,7217,376,7879,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-30T19:46:58.584770,1_WiFi_6,3928.0,286.0,20824.0,0.0,0.0
30-04-2026-host-precopy-0033,CRIU,precopy,no,278,32642,6762,357,7397,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-30T19:47:32.569755,1_WiFi_6,4016.0,278.0,20151.0,0.0,0.0
30-04-2026-host-precopy-0034,CRIU,precopy,no,297,32676,7073,301,7671,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-30T19:48:06.876208,1_WiFi_6,4006.0,297.0,20374.0,0.0,0.0
30-04-2026-host-precopy-0035,CRIU,precopy,no,278,33069,6623,302,7203,0.04,x86_64,x86_64,True,True,transfer_mode=host;iterations=3;relay_node=edge-host-1,2026-04-30T19:48:40.823513,1_WiFi_6,3912.0,278.0,20119.0,0.0,0.0
30-04-2026-direct-precopy-0012,CRIU,precopy,no,288,33690,3123,309,3720,0.09,x86_64,x86_64,True,True,transfer_mode=direct;iterations=3,2026-04-30T19:49:12.416695,1_WiFi_6,3936.0,288.0,18169.0,0.0,0.0
