run_id,profile_label,benchmark,method_label,transfer_mode,success,notes,source_plot_dir
17-05-2026-direct-postcopy-0004,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-direct-postcopy-0005,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-direct-postcopy-0006,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-direct-postcopy-0007,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-direct-postcopy-0008,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-direct-postcopy-0009,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-direct-postcopy-0000,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-direct-postcopy-0001,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-direct-postcopy-0002,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-direct-postcopy-0003,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-direct-postcopy-0004,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-direct-postcopy-0005,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-direct-postcopy-0006,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-direct-postcopy-0007,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-direct-postcopy-0008,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-direct-postcopy-0009,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-direct-postcopy-0000,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-direct-postcopy-0001,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-direct-postcopy-0002,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-direct-postcopy-0003,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-direct-postcopy-0004,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-direct-postcopy-0005,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-direct-postcopy-0006,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-direct-postcopy-0007,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-direct-postcopy-0008,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-direct-postcopy-0009,TEE Avg,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-cold-0006,TEE Avg,Game of Life (CRIU),Cold,host,False,transfer_mode=host;relay_node=edge-host-1; transfer_failed,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-precopy-0009,TEE Avg,Game of Life (CRIU),Pre-copy,host,False,transfer_mode=host;iterations=3;relay_node=edge-host-1;precopy_streamed_iters=3;precopy_stream_archive_ms=3021;precopy_stream_transfer_ms=3470955;precopy_stream_unpack_ms=2336;precopy_stream_bytes=16204313; transfer_failed,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-host-postcopy-0000,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-host-postcopy-0001,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-host-postcopy-0002,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-host-postcopy-0003,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-host-postcopy-0004,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-host-postcopy-0005,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-host-postcopy-0006,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-host-postcopy-0007,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-host-postcopy-0008,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; transfer_failed,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
16-05-2026-host-postcopy-0009,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-postcopy-0000,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-postcopy-0001,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-postcopy-0002,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-postcopy-0003,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-postcopy-0004,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-postcopy-0005,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-postcopy-0006,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-postcopy-0007,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-postcopy-0008,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
17-05-2026-host-postcopy-0009,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-postcopy-0000,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-postcopy-0001,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-postcopy-0002,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-postcopy-0003,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-postcopy-0004,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-postcopy-0005,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-postcopy-0006,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-postcopy-0007,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-postcopy-0008,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
18-05-2026-host-postcopy-0009,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-host-postcopy-0000,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-host-postcopy-0001,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-host-postcopy-0002,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-host-postcopy-0003,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-host-postcopy-0004,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-host-postcopy-0005,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-host-postcopy-0006,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-host-postcopy-0007,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-host-postcopy-0008,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
19-05-2026-host-postcopy-0009,TEE Avg,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-15_032437__6_tee_avg__03__game-of-life-migration
21-05-2026-host-cold-0025,TEE Avg,WebAssembly,Wasm,host,False,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1;transfer_failed,WASM-migration/metrics/plots/2026-05-21_141223__6_tee_avg__01__wasm-migration
22-05-2026-host-precopy-0015,TEE Worst,Counter (CRIU),Pre-copy,host,False,transfer_mode=host;iterations=3;relay_node=edge-host-1; predump_unpack_failed_3,Container/metrics/plots/2026-05-22_223930__7_tee_worst__01__counter-migration
24-05-2026-direct-cold-0008,TEE Worst,TCP Client (CRIU),Cold,direct,False,transfer_mode=direct;workload=tcp-client; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-cold-0010,TEE Worst,TCP Client (CRIU),Cold,direct,False,transfer_mode=direct;workload=tcp-client; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-cold-0029,TEE Worst,TCP Client (CRIU),Cold,direct,False,transfer_mode=direct;workload=tcp-client; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0001,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=904;precopy_stream_transfer_ms=662237;precopy_stream_unpack_ms=1874;precopy_stream_bytes=22477; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0002,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=908;precopy_stream_transfer_ms=782192;precopy_stream_unpack_ms=1977;precopy_stream_bytes=22442; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0004,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=927;precopy_stream_transfer_ms=974793;precopy_stream_unpack_ms=1952;precopy_stream_bytes=22978; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0006,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=903;precopy_stream_transfer_ms=613086;precopy_stream_unpack_ms=1897;precopy_stream_bytes=21942; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0008,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=922;precopy_stream_transfer_ms=627637;precopy_stream_unpack_ms=1880;precopy_stream_bytes=22959; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0009,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=974;precopy_stream_transfer_ms=719449;precopy_stream_unpack_ms=1893;precopy_stream_bytes=22415; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0013,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=914;precopy_stream_transfer_ms=798705;precopy_stream_unpack_ms=1878;precopy_stream_bytes=21653; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0014,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=888;precopy_stream_transfer_ms=831851;precopy_stream_unpack_ms=1892;precopy_stream_bytes=22599; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0021,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=932;precopy_stream_transfer_ms=749137;precopy_stream_unpack_ms=1883;precopy_stream_bytes=21834; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0022,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=909;precopy_stream_transfer_ms=751420;precopy_stream_unpack_ms=1937;precopy_stream_bytes=22352; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0023,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=888;precopy_stream_transfer_ms=651818;precopy_stream_unpack_ms=1929;precopy_stream_bytes=21952; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0026,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=889;precopy_stream_transfer_ms=721986;precopy_stream_unpack_ms=1880;precopy_stream_bytes=21936; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-precopy-0027,TEE Worst,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=878;precopy_stream_transfer_ms=825749;precopy_stream_unpack_ms=1832;precopy_stream_bytes=23158; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0003,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0005,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0009,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0010,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0011,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0014,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0015,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0016,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0017,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0020,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0022,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0024,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0025,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
24-05-2026-direct-postcopy-0026,TEE Worst,TCP Client (CRIU),Post-copy,direct,False,transfer_mode=direct;workload=tcp-client;lazy_pages_port=9999; tcp_not_established,Network-live-migration/metrics/plots/2026-05-24_200518__7_tee_worst__01__tcp-client-migration
