run_id,profile_label,benchmark,method_label,transfer_mode,success,notes,source_plot_dir
06-05-2026-direct-precopy-0010,WiFi 6,Counter (CRIU),Pre-copy,direct,False,transfer_mode=direct;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=874;precopy_stream_transfer_ms=9247;precopy_stream_unpack_ms=1010;precopy_stream_bytes=17980; restore_failed,Container/metrics/plots/2026-05-06_104305__1_wifi_6__01__counter-migration
10-05-2026-direct-precopy-0015,5G,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=902;precopy_stream_transfer_ms=10083;precopy_stream_unpack_ms=1058;precopy_stream_bytes=22994; ssh_trust_failed,Network-live-migration/metrics/plots/2026-05-10_170423__2_5g__02__tcp-client-migration
11-05-2026-host-precopy-0000,5G,Game of Life (CRIU),Pre-copy,host,False,transfer_mode=host;iterations=3;relay_node=edge-host-1; predump_transfer_failed_3,Game-of-life-migration/metrics/plots/2026-05-10_170423__2_5g__03__game-of-life-migration
11-05-2026-direct-cold-0033,LTE,Counter (CRIU),Cold,direct,False,transfer_mode=direct; restore_failed,Container/metrics/plots/2026-05-11_113631__3_lte__01__counter-migration
11-05-2026-direct-precopy-0048,LTE,Game of Life (CRIU),Pre-copy,direct,False,transfer_mode=direct;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=3685;precopy_stream_transfer_ms=32949;precopy_stream_unpack_ms=1463;precopy_stream_bytes=27853813; transfer_failed,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0020,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0021,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0022,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0023,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0024,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0025,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0026,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0027,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0028,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0029,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0030,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0031,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0032,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0033,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0034,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0035,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0036,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0037,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0038,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0039,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0040,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0041,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0042,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0043,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0044,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0045,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0046,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0047,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0048,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0049,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0050,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0051,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0052,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0053,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0054,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0055,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0056,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0057,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0058,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-direct-postcopy-0059,LTE,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0020,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0021,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0022,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0023,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0024,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0025,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0026,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0027,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0028,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0029,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0030,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0031,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0032,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0033,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0034,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0035,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0036,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0037,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0038,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0039,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0040,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0041,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0042,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0043,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0044,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0045,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0046,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0047,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0048,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0049,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0050,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0051,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0052,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0053,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0054,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0055,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0056,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0057,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0058,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
11-05-2026-host-postcopy-0059,LTE,Game of Life (CRIU),Post-copy,host,False,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_113631__3_lte__03__game-of-life-migration
12-05-2026-direct-precopy-0028,Starlink,TCP Client (CRIU),Pre-copy,direct,False,transfer_mode=direct;workload=tcp-client;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=854;precopy_stream_transfer_ms=17703;precopy_stream_unpack_ms=928;precopy_stream_bytes=21966; tcp_not_established,Network-live-migration/metrics/plots/2026-05-11_231331__4_starlink__02__tcp-client-migration
12-05-2026-host-precopy-0020,Starlink,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=877;precopy_stream_transfer_ms=38763;precopy_stream_unpack_ms=942;precopy_stream_bytes=23108; tcp_not_established,Network-live-migration/metrics/plots/2026-05-11_231331__4_starlink__02__tcp-client-migration
12-05-2026-host-precopy-0035,Starlink,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=937;precopy_stream_transfer_ms=39508;precopy_stream_unpack_ms=1022;precopy_stream_bytes=22379; tcp_not_established,Network-live-migration/metrics/plots/2026-05-11_231331__4_starlink__02__tcp-client-migration
12-05-2026-host-precopy-0036,Starlink,TCP Client (CRIU),Pre-copy,host,False,transfer_mode=host;workload=tcp-client;relay_node=edge-host-1;iterations=3;precopy_streamed_iters=3;precopy_stream_archive_ms=922;precopy_stream_transfer_ms=37686;precopy_stream_unpack_ms=1027;precopy_stream_bytes=21548; tcp_not_established,Network-live-migration/metrics/plots/2026-05-11_231331__4_starlink__02__tcp-client-migration
12-05-2026-direct-postcopy-0000,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0001,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0002,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0003,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0004,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0005,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0006,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0007,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0008,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0009,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0010,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0011,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0012,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0013,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0014,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0015,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0016,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0017,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0018,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
12-05-2026-direct-postcopy-0019,Starlink,Game of Life (CRIU),Post-copy,direct,False,transfer_mode=direct;lazy_pages_port=9999; gol_out_not_updating,Game-of-life-migration/metrics/plots/2026-05-11_231331__4_starlink__03__game-of-life-migration
