run_id,technology,migration_method,network_migration,checkpoint_ms,checkpoint_us,checkpoint_ns,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp,profile_name,predump_ms,final_dump_ms,total_ms,lazy_pages_active_ms,lazy_pages_log_bytes,archive_create_ms,transfer_setup_ms,transfer_send_ms,transfer_receive_ms,transfer_cleanup_ms,unpack_ms
22-05-2026-direct-cold-0000,WASM,cold,no,1,148.0,147794.0,2018,381451,2423,383875,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T19:28:36.312028,7_TEE_Worst,0,1,390120,0,0,554.0,192698.0,188752.0,0.0,0.0,314.0
22-05-2026-direct-cold-0001,WASM,cold,no,1,120.0,119765.0,2012,351220,2495,353716,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T19:34:41.666275,7_TEE_Worst,0,1,359879,0,0,596.0,116922.0,234297.0,0.0,0.0,400.0
22-05-2026-direct-cold-0002,WASM,cold,no,1,192.0,191414.0,2019,460929,2326,463256,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T19:42:37.051692,7_TEE_Worst,0,1,469682,0,0,647.0,164693.0,296234.0,0.0,0.0,321.0
22-05-2026-direct-cold-0003,WASM,cold,no,1,126.0,125738.0,2018,403007,2290,405298,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T19:49:34.327695,7_TEE_Worst,0,1,411638,0,0,604.0,160317.0,242689.0,0.0,0.0,292.0
22-05-2026-direct-cold-0004,WASM,cold,no,1,119.0,118583.0,2019,265565,2216,267782,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T19:54:13.736446,7_TEE_Worst,0,1,273873,0,0,579.0,85949.0,179615.0,0.0,0.0,284.0
22-05-2026-direct-cold-0005,WASM,cold,no,1,131.0,130268.0,2015,424684,2340,427025,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T20:01:32.650057,7_TEE_Worst,0,1,433173,0,0,614.0,186250.0,238433.0,0.0,0.0,274.0
22-05-2026-direct-cold-0006,WASM,cold,no,1,149.0,148719.0,2017,692333,2345,694679,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T20:13:19.186286,7_TEE_Worst,0,1,700720,0,0,559.0,315626.0,376706.0,0.0,0.0,329.0
22-05-2026-direct-cold-0007,WASM,cold,no,1,119.0,118604.0,2015,630556,2305,632862,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T20:24:04.332778,7_TEE_Worst,0,1,639214,0,0,575.0,318380.0,312174.0,0.0,0.0,292.0
22-05-2026-direct-cold-0008,WASM,cold,no,1,119.0,118534.0,2014,322525,2276,324802,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T20:29:41.073810,7_TEE_Worst,0,1,330858,0,0,539.0,98017.0,224506.0,0.0,0.0,308.0
22-05-2026-direct-cold-0009,WASM,cold,no,1,167.0,166078.0,2018,285644,2312,287957,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T20:34:40.688020,7_TEE_Worst,0,1,294071,0,0,546.0,118102.0,167540.0,0.0,0.0,304.0
